38,18
35,70
76,4
9,4
51,93
19,14
72,70
47,34
87,10
72,66
38,27
91,74
28,37
94,92
89,28
29,73
51,43
9,2
55,26
68,12
9,22
3,43
92,0
1,46
79,69
28,18
51,82
75,54
27,48
81,11
10,91
36,42
68,88
7,56
20,25
31,74
91,7
26,44
4,12
61,87
54,28
9,95
76,58
83,12
12,92
88,27
12,4
55,86
49,83
93,28
59,8
64,72
24,46
93,24
87,92
54,23
91,21
5,71
87,52
23,55
47,74
49,59
74,79
21,78
5,99
72,19
61,71
49,74
15,79
64,79
31,44
13,19
62,25
80,77
9,74
0,87
78,57
3,15
66,3
31,52
31,46
12,15
72,78
20,70
10,10
25,41
9,39
7,0
18,66
37,52
47,6
41,72
96,64
1,65
11,57
94,61
39,81
16,48
61,29
61,28
18,55
44,64
18,82
71,20
49,18
49,30
90,23
53,68
20,92
3,85
84,95
11,3
72,0
77,96
19,29
8,73
10,19
77,82
6,76
86,47
81,99
74,6
38,18
64,15
86,90
70,74
46,49
48,70
82,37
69,82
96,56
13,48
28,35
98,90
35,70
96,81
76,4
60,65
96,95
50,7
60,64
60,70
33,5
35,59
69,54
41,96
9,4
26,19
69,68
46,74
52,29
41,41
81,98
51,93
79,92
19,14
6,77
77,83
47,8
72,70
34,25
66,39
4,66
49,31
40,15
54,60
47,34
93,98
71,21
94,52
89,17
16,51
18,54
57,31
87,10
16,53
87,38
43,85
78,13
37,62
23,17
30,57
3,51
40,17
3,92
72,66
84,96
45,33
6,49
77,95
6,61
38,27
51,91
86,87
41,57
5,30
91,74
78,8
69,81
91,48
5,18
69,95
13,88
14,81
33,7
76,7
76,6
28,37
69,80
79,52
36,23
22,81
95,11
58,63
86,79
37,2
27,72
12,36
97,28
53,56
75,85
94,92
37,63
37,77
93,58
80,24
89,28
80,20
28,1
59,27
94,69
18,53
18,84
49,0
27,89
83,65
29,73
68,13
6,64
8,49
56,76
51,43
58,73
77,90
70,99
51,57
86,69
8,61
17,3
31,0
79,42
56,89
32,94
46,73
2,28
5,21
73,23
9,2
69,52
60,89
96,79
67,80
91,64
55,26
41,53
98,68
52,13
51,95
36,32
58,99
1,44
88,45
89,1
42,16
68,12
54,4
4,48
47,26
15,12
72,89
47,32
49,37
54,66
54,72
71,33
37,72
11,89
39,63
16,80
43,56
93,61
93,49
80,21
0,12
9,22
57,35
87,16
43,54
24,24
35,7
90,2
23,11
30,79
49,3
12,25
54,70
3,43
66,15
92,0
22,86
17,29
1,46
17,15
31,3
22,51
63,25
79,69
14,50
32,97
82,26
69,87
91,72
55,24
28,18
32,40
41,86
67,40
98,94
32,41
15,3
76,0
91,73
14,51
13,58
31,10
94,7
51,82
38,34
86,94
31,38
51,41
8,77
8,63
45,20
17,28
10,35
33,15
75,54
84,85
27,48
3,42
84,52
78,14
71,30
94,80
11,75
11,61
16,40
30,93
0,13
9,37
94,18
93,39
0,60
7,82
78,67
39,13
9,93
40,77
90,54
40,63
34,53
29,16
1,20
81,11
19,89
45,84
31,77
63,57
17,98
10,91
36,42
98,24
52,88
26,52
98,19
28,80
36,57
93,7
75,26
34,85
68,88
97,60
3,30
88,4
3,24
23,62
8,7
9,45
87,59
44,12
9,51
80,78
7,56
71,83
93,12
80,46
24,96
59,55
0,77
24,82
97,1
76,75
66,58
20,25
61,79
38,93
56,38
31,74
45,87
10,3
95,98
10,86
79,24
26,93
13,28
96,22
21,65
91,7
5,84
21,71
26,50
26,44
71,2
82,95
2,98
82,56
73,87
55,2
45,86
70,29
38,51
45,92
92,53
56,11
63,82
95,66
34,51
29,14
95,2
68,74
66,59
4,12
90,42
12,55
90,56
34,86
61,87
54,28
47,54
71,55
9,52
94,26
57,79
87,66
71,96
57,45
44,39
59,50
44,15
50,60
71,86
71,92
77,1
9,95
76,58
90,46
4,16
83,12
40,59
33,48
12,92
66,9
61,54
29,38
45,69
88,27
42,48
77,24
63,51
38,41
2,63
14,24
55,44
55,50
12,4
21,48
26,41
82,91
35,15
69,18
21,74
21,75
55,92
55,86
74,60
32,35
57,5
91,13
55,45
0,8
52,64
14,31
52,70
70,38
36,4
79,34
38,68
17,60
92,42
42,75
56,14
36,86
33,61
66,8
49,83
90,90
34,83
39,28
51,3
37,39
30,24
93,16
24,86
9,57
9,43
24,92
93,28
24,84
0,65
80,68
21,8
23,72
90,45
4,29
83,11
47,53
34,42
1,19
42,77
31,99
19,73
86,35
10,43
48,0
51,23
36,47
64,67
42,88
77,33
59,8
52,72
48,16
82,79
82,86
5,82
67,36
91,0
73,42
5,83
60,16
26,43
91,38
2,75
45,94
77,26
64,72
17,77
63,90
36,85
92,41
40,8
75,1
66,63
90,78
33,89
54,12
78,63
65,26
80,82
24,46
57,43
87,74
9,68
43,22
9,54
11,27
89,68
93,24
23,81
99,4
9,65
37,23
71,76
87,92
65,17
59,88
76,43
0,96
99,79
47,63
47,77
97,40
54,23
61,98
90,75
61,67
33,53
81,24
45,72
56,32
19,43
91,21
5,71
14,17
46,23
85,83
28,77
52,81
55,89
73,66
74,90
74,84
85,55
5,70
48,33
36,62
45,98
10,99
25,1
63,63
31,43
10,66
63,88
58,36
31,80
95,50
72,32
66,53
34,73
49,98
61,72
66,7
61,66
4,3
3,39
54,22
84,15
34,98
47,76
83,34
53,17
62,37
89,96
65,16
21,5
44,33
89,55
24,89
94,38
11,26
57,65
16,39
87,52
78,92
64,7
23,55
39,25
50,93
47,74
49,59
54,34
15,68
66,5
23,5
40,6
40,96
10,58
95,52
19,68
51,38
92,73
42,44
36,9
85,57
5,72
85,94
44,2
74,79
21,50
82,4
21,78
2,90
5,99
74,78
82,88
12,9
44,3
14,29
52,68
77,29
36,61
56,24
8,33
1,17
66,50
99,84
72,19
15,82
27,30
97,95
40,7
27,24
61,71
66,4
99,47
99,53
97,56
83,37
23,40
11,19
76,82
57,58
59,75
93,26
50,55
59,71
59,65
18,39
99,2
18,11
23,93
87,43
16,28
24,59
80,89
4,23
49,60
40,44
99,43
49,74
15,79
15,51
34,60
34,74
58,19
45,60
42,69
95,57
79,14
64,79
38,60
31,44
25,31
96,12
2,56
85,46
26,74
2,81
74,68
21,41
21,55
32,28
67,15
2,80
13,19
38,61
63,71
92,88
31,79
58,30
95,42
51,28
86,16
61,48
97,53
83,26
68,87
15,50
12,59
49,75
47,58
49,61
71,65
78,69
65,38
62,25
7,67
80,77
9,62
89,51
9,74
78,94
11,22
87,54
39,37
24,72
62,27
0,87
78,57
66,94
90,58
97,51
3,15
72,22
47,99
40,90
66,43
15,85
61,62
66,3
12,98
2,1
45,77
19,91
45,88
36,66
10,89
25,26
74,80
85,79
96,11
21,95
85,51
26,88
29,8
2,96
52,90
2,82
55,99
67,16
55,98
32,17
46,27
5,49
73,88
52,46
31,52
63,66
10,88
31,46
25,4
79,16
17,56
45,76
1,11
81,34
86,29
19,47
15,90
40,85
47,98
40,91
29,27
97,44
68,90
90,71
21,0
71,66
71,72
59,98
94,29
87,41
78,95
50,43
16,65
45,2
56,8
37,68
53,49
12,15
72,78
37,9
24,3
54,97
20,70
8,52
42,30
10,10
19,34
6,43
70,96
25,54
22,5
22,49
41,6
70,69
77,60
70,55
56,92
48,51
2,33
7,3
13,82
26,39
48,86
21,30
98,99
85,2
91,80
91,94
20,6
52,20
48,50
46,69
22,60
41,7
25,41
77,75
22,4
70,97
42,19
25,96
17,24
75,58
61,39
29,69
33,31
68,21
4,47
29,82
54,69
27,87
15,21
12,28
44,87
63,0
44,44
50,31
43,65
9,39
80,38
43,67
39,85
50,33
44,46
94,65
39,91
23,22
63,2
78,32
24,17
15,37
40,22
61,0
27,46
83,82
72,53
66,26
54,80
1,75
88,74
25,94
81,78
22,6
56,85
79,66
2,18
85,20
52,36
91,69
7,0
60,90
35,52
48,91
26,12
69,63
46,81
35,47
21,26
35,53
52,23
46,56
7,1
2,31
96,75
98,5
98,64
91,40
70,57
25,56
38,13
88,49
1,60
1,74
3,71
30,77
83,6
62,57
78,33
37,42
23,23
80,11
37,81
18,76
9,38
0,30
37,91
18,66
90,8
62,53
76,26
63,7
37,52
93,82
40,33
54,46
27,80
84,59
83,44
54,91
66,37
24,5
47,6
27,57
42,36
70,84
45,17
79,77
58,91
85,31
32,89
98,74
96,59
46,91
50,8
65,1
91,93
20,0
21,23
69,67
78,5
48,42
5,15
41,72
96,64
81,83
74,8
63,12
87,7
79,76
1,65
8,41
88,70
19,4
79,89
81,54
70,85
19,33
86,61
68,27
83,86
81,1
15,33
40,32
4,41
16,89
30,66
39,42
37,84
11,57
37,90
94,61
44,42
39,81
9,17
39,83
16,48
87,23
43,75
23,18
78,34
11,82
65,65
93,81
78,20
12,10
4,57
54,86
61,29
83,84
34,28
86,77
42,21
25,86
58,86
82,13
41,58
55,39
35,83
28,39
73,15
33,8
21,21
26,29
67,75
46,87
48,55
60,83
46,50
82,12
31,31
38,15
22,71
95,22
25,87
8,56
1,66
5,5
27,41
33,34
75,75
54,93
61,28
15,30
12,39
27,82
97,33
90,12
54,50
99,22
47,38
23,19
30,71
44,96
57,15
18,64
50,34
11,68
43,48
