272,657
261,496
420,698
160,698
323,426
199,669
404,496
307,607
462,681
404,509
272,629
478,484
234,598
489,429
470,626
237,487
323,580
160,701
338,632
389,675
160,644
138,580
482,704
134,570
431,499
234,657
323,459
416,546
230,564
439,678
164,432
265,583
389,441
152,540
203,635
245,484
478,690
226,576
141,675
361,444
334,626
160,419
420,533
447,675
172,429
466,629
172,698
338,447
315,456
485,626
354,687
373,490
218,570
485,638
462,429
334,641
478,647
144,493
462,552
214,543
307,484
315,530
412,469
206,472
144,407
404,653
361,493
315,484
183,469
373,469
245,576
175,653
365,635
435,475
160,484
132,444
427,536
138,666
381,700
245,552
245,570
172,666
404,472
203,496
164,681
222,586
160,592
152,704
195,509
268,552
307,694
284,490
497,515
134,512
168,536
489,524
276,463
187,564
361,623
361,626
195,543
296,515
195,459
400,650
315,657
315,620
474,641
330,503
203,429
138,450
451,419
168,700
404,704
423,416
199,623
156,487
164,653
423,459
148,478
458,567
439,407
412,694
272,657
373,666
458,435
396,484
303,561
311,496
443,598
392,459
497,540
175,564
234,604
505,435
261,496
497,463
420,698
358,512
497,419
319,690
358,515
358,496
253,696
261,530
392,546
284,416
160,698
226,653
392,503
303,484
327,623
284,586
439,410
323,426
431,429
199,669
148,475
423,456
307,687
404,496
257,635
381,592
141,509
315,617
280,666
334,527
307,607
485,410
400,647
489,552
470,660
187,555
195,546
346,617
462,681
187,549
462,595
292,450
427,672
268,521
214,660
241,536
138,555
280,660
138,429
404,509
451,416
299,610
148,561
423,419
148,524
272,629
323,432
458,444
284,536
144,620
478,484
427,687
392,463
478,564
144,657
392,419
175,441
179,463
253,690
420,690
420,694
234,598
392,466
431,552
265,641
210,463
493,678
350,518
458,469
268,701
230,490
172,601
501,626
330,540
416,450
489,429
268,518
268,475
485,533
435,638
470,626
435,650
234,703
354,629
489,499
195,549
195,453
315,704
230,438
447,512
237,487
389,672
148,515
156,561
342,478
323,580
350,487
423,435
396,407
323,536
458,499
156,524
191,700
245,704
431,583
342,438
249,422
303,487
136,626
144,647
408,641
160,701
392,552
358,438
497,469
385,466
478,515
338,632
284,549
505,503
327,672
323,419
265,613
350,407
134,576
466,573
470,703
288,663
389,675
334,698
141,564
307,632
183,675
404,438
307,613
315,598
334,509
334,490
400,610
268,490
168,438
276,518
187,466
292,540
485,524
485,561
435,647
132,675
160,644
346,604
462,663
292,546
218,638
261,690
474,701
214,678
241,469
315,700
172,635
334,496
138,580
381,666
482,704
210,447
191,623
134,570
191,666
245,700
210,555
369,635
431,499
179,558
249,413
443,632
392,444
478,490
338,638
234,657
249,589
284,447
385,589
505,422
249,586
183,700
420,704
478,487
